,OutcomeType,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color
23401,Adoption,Cat,Neutered Male,6 months,Domestic Shorthair Mix,Blue Tabby
23402,Adoption,Dog,Spayed Female,2 months,Labrador Retriever Mix,Tan/White
23403,Adoption,Dog,Spayed Female,3 months,Dachshund Mix,Brown/Black
23404,Transfer,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Tortie
23405,Transfer,Cat,Intact Female,1 year,Domestic Shorthair Mix,Brown Tabby
23406,Transfer,Cat,Intact Male,2 years,Domestic Shorthair Mix,Brown Tabby
23407,Adoption,Cat,Neutered Male,3 years,Domestic Medium Hair Mix,Brown Tabby/White
23408,Return_to_owner,Dog,Neutered Male,2 years,Chow Chow Mix,Buff
23409,Adoption,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Black/White
23410,Adoption,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Brown Brindle/White
23411,Return_to_owner,Cat,Spayed Female,3 years,Domestic Shorthair Mix,Brown Tabby
23412,Return_to_owner,Dog,Spayed Female,9 months,Labrador Retriever Mix,Black/Brown
23413,Adoption,Dog,Spayed Female,1 month,Labrador Retriever/Australian Shepherd,Black/White
23414,Adoption,Dog,Neutered Male,1 month,Labrador Retriever Mix,Black
23415,Died,Cat,Intact Male,2 months,Domestic Shorthair Mix,Blue Tabby
23416,Transfer,Dog,Neutered Male,7 years,Smooth Fox Terrier Mix,Tricolor
23417,Transfer,Dog,Spayed Female,11 months,Basset Hound Mix,Brown/White
23418,Adoption,Dog,Neutered Male,10 months,Pit Bull Mix,Black Brindle/White
23419,Adoption,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Tan
23420,Transfer,Dog,Intact Male,3 weeks,Chihuahua Shorthair,Cream/White
23421,Return_to_owner,Cat,Spayed Female,4 years,Domestic Medium Hair Mix,Tortie
23422,Adoption,Cat,Neutered Male,1 month,Domestic Shorthair Mix,Orange Tabby/White
23423,Transfer,Dog,Spayed Female,5 years,Siberian Husky Mix,Sable
23424,Return_to_owner,Dog,Neutered Male,4 years,Chihuahua Shorthair Mix,Chocolate/Tan
23425,Adoption,Dog,Neutered Male,3 years,Staffordshire,Red/White
23426,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby/White
23427,Return_to_owner,Dog,Neutered Male,12 years,Rottweiler Mix,Black/Brown
23428,Transfer,Cat,Intact Female,4 months,Domestic Medium Hair Mix,Blue
23429,Adoption,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Cream/White
23430,Return_to_owner,Dog,Neutered Male,1 year,German Shepherd Mix,Brown/Tan
23431,Adoption,Dog,Spayed Female,5 years,Border Collie Mix,Black/White
23432,Transfer,Dog,Intact Female,2 weeks,Labrador Retriever Mix,Brown Merle
23433,Euthanasia,Cat,Intact Female,1 year,Domestic Shorthair Mix,White/Brown Tabby
23434,Transfer,Cat,Intact Female,1 weeks,Domestic Shorthair Mix,Black/White
23435,Transfer,Cat,Intact Male,3 years,Domestic Shorthair Mix,Brown Tabby/White
23436,Adoption,Dog,Neutered Male,2 months,Labrador Retriever Mix,Black/White
23437,Adoption,Dog,Neutered Male,4 months,Cairn Terrier Mix,Tan/White
23438,Euthanasia,Dog,Intact Female,1 year,Australian Kelpie Mix,Brown/White
23439,Transfer,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Brown Tabby/White
23440,Adoption,Cat,Neutered Male,2 years,Siamese Mix,Lynx Point
23441,Transfer,Dog,Neutered Male,1 year,Catahoula Mix,Fawn/White
23442,Adoption,Dog,Neutered Male,2 years,Chihuahua Shorthair/Pug,Chocolate/Tan
23443,Adoption,Dog,Neutered Male,4 years,Boxer,Brown/Black
23444,Transfer,Cat,Unknown,1 year,Domestic Shorthair Mix,Black
23445,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black/White
23446,Transfer,Cat,Unknown,3 weeks,Domestic Shorthair Mix,White/Brown Tabby
23447,Transfer,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
23448,Return_to_owner,Dog,Neutered Male,4 years,Dachshund Mix,Red
23449,Transfer,Cat,Unknown,3 days,Domestic Medium Hair Mix,Black
23450,Euthanasia,Dog,Intact Female,8 years,Chinese Sharpei Mix,Brown
23451,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby
23452,Return_to_owner,Dog,Intact Female,10 years,Miniature Poodle Mix,White
23453,Euthanasia,Cat,Unknown,1 month,Siamese Mix,Lynx Point
23454,Euthanasia,Cat,Neutered Male,8 years,Domestic Shorthair Mix,Brown Tabby
23455,Transfer,Cat,Intact Female,7 months,Domestic Shorthair Mix,Brown Tabby
23456,Transfer,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Tortie
23457,Adoption,Cat,Spayed Female,2 months,Domestic Medium Hair Mix,Cream Tabby/White
23458,Transfer,Dog,Neutered Male,1 year,Dachshund Mix,Tan/White
23459,Adoption,Dog,Spayed Female,4 years,English Bulldog Mix,Brown Brindle/White
23460,Transfer,Cat,Intact Male,1 day,Domestic Shorthair Mix,White
23461,Adoption,Cat,Intact Female,2 months,Domestic Shorthair Mix,Calico
23462,Adoption,Dog,Spayed Female,8 months,German Shepherd Mix,Black/Tan
23463,Return_to_owner,Dog,Spayed Female,8 months,German Shepherd Mix,Sable
23464,Adoption,Dog,Neutered Male,5 years,Miniature Poodle,White
23465,Adoption,Dog,Spayed Female,6 months,Pit Bull,Black/White
23466,Euthanasia,Cat,Intact Male,2 years,Domestic Shorthair Mix,Brown Tabby
23467,Transfer,Dog,Spayed Female,2 years,Yorkshire Terrier Mix,Black
23468,Adoption,Dog,Spayed Female,3 years,Chihuahua Shorthair Mix,Buff/Tan
23469,Adoption,Dog,Spayed Female,1 year,Australian Cattle Dog Mix,Blue Merle
23470,Transfer,Dog,Intact Female,5 months,Dachshund/Labrador Retriever,Brown Brindle
23471,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black/White
23472,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
23473,Transfer,Dog,Neutered Male,3 years,Pekingese/Cavalier Span,Red/White
23474,Transfer,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Orange Tabby
23475,Adoption,Cat,Spayed Female,2 months,Snowshoe Mix,Seal Point/White
23476,Adoption,Dog,Neutered Male,4 years,Chihuahua Shorthair Mix,Brown/Tan
23477,Transfer,Cat,Intact Female,1 year,Domestic Shorthair Mix,White
23478,Transfer,Dog,Neutered Male,8 months,Chihuahua Shorthair Mix,Tan
23479,Return_to_owner,Dog,Neutered Male,4 years,German Shepherd,Black/Brown
23480,Return_to_owner,Dog,Neutered Male,6 years,Australian Shepherd Mix,Blue Merle/White
23481,Adoption,Dog,Spayed Female,2 months,Rat Terrier Mix,Tricolor
23482,Transfer,Dog,Neutered Male,5 years,Lhasa Apso Mix,Black/White
23483,Transfer,Dog,Intact Female,7 months,Rat Terrier Mix,Tricolor
23484,Adoption,Dog,Spayed Female,5 months,Chihuahua Shorthair Mix,Black
23485,Return_to_owner,Dog,Neutered Male,2 years,Cairn Terrier Mix,Buff
23486,Transfer,Cat,Intact Female,3 years,Domestic Shorthair Mix,Tortie
23487,Adoption,Dog,Spayed Female,4 months,Beagle/Rat Terrier,Tricolor
23488,Transfer,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Cream Tabby/White
23489,Euthanasia,Dog,Intact Female,1 year,Chihuahua Shorthair Mix,Tan
23490,Transfer,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black/White
23491,Transfer,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
23492,Transfer,Cat,Intact Male,2 months,Domestic Shorthair Mix,Brown Tabby
23493,Return_to_owner,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Brown Tabby
23494,Adoption,Dog,Neutered Male,2 years,Pit Bull/Labrador Retriever,Chocolate/White
23495,Adoption,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Orange Tabby/White
23496,Adoption,Dog,Neutered Male,3 years,Rottweiler Mix,Black/Brown
23497,Transfer,Dog,Spayed Female,2 years,Pit Bull Mix,Chocolate/White
23498,Adoption,Dog,Neutered Male,8 years,Chihuahua Shorthair/Dachshund,Red
23499,Return_to_owner,Cat,Intact Female,2 months,Domestic Medium Hair Mix,White/Orange
23500,Adoption,Dog,Neutered Male,3 years,Norfolk Terrier Mix,Tan/Red
23501,Adoption,Dog,Spayed Female,5 months,Border Collie Mix,Black/White
23502,Adoption,Dog,Spayed Female,3 years,English Bulldog Mix,Brown Brindle/White
23503,Adoption,Dog,Neutered Male,2 years,Miniature Poodle Mix,White
23504,Return_to_owner,Dog,Neutered Male,6 years,Australian Shepherd Mix,Black/Brown Merle
23505,Return_to_owner,Cat,Spayed Female,1 year,Domestic Shorthair Mix,White/Blue
23506,Adoption,Dog,Spayed Female,1 year,Border Collie Mix,Black/White
23507,Adoption,Dog,Neutered Male,5 years,Toy Poodle,White
23508,Transfer,Dog,Neutered Male,2 years,Labrador Retriever Mix,Tan/White
23509,Transfer,Cat,Intact Female,1 week,Domestic Shorthair Mix,Calico
23510,Return_to_owner,Dog,Neutered Male,7 years,Labrador Retriever/Golden Retriever,Brown
23511,Adoption,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Blue Tabby/White
23512,Adoption,Dog,Spayed Female,2 years,Labrador Retriever Mix,Yellow
23513,Adoption,Dog,Spayed Female,8 months,Boxer Mix,Brown Brindle/White
23514,Transfer,Dog,Intact Female,1 year,Chihuahua Shorthair Mix,Tan
23515,Transfer,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Brown Tabby
23516,Transfer,Dog,Intact Female,4 years,Chihuahua Shorthair Mix,Fawn/Tan
23517,Transfer,Dog,Neutered Male,2 years,Shih Tzu,Black/White
23518,Return_to_owner,Dog,Neutered Male,2 years,Jack Russell Terrier/Unknown,White/Brown
23519,Return_to_owner,Dog,Neutered Male,2 years,Pit Bull Mix,Black/White
23520,Adoption,Cat,Neutered Male,2 months,Maine Coon Mix,Brown Tabby
23521,Adoption,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Black
23522,Return_to_owner,Dog,Spayed Female,4 years,Pit Bull Mix,Tan/White
23523,Died,Dog,Spayed Female,5 years,Chihuahua Shorthair Mix,Brown/Black
23524,Adoption,Dog,Neutered Male,1 year,Miniature Poodle Mix,White/Black
23525,Transfer,Dog,Intact Male,8 years,Shih Tzu,Brown/White
23526,Transfer,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,White/Black
23527,Return_to_owner,Cat,Neutered Male,4 years,Domestic Longhair Mix,Orange Tabby
23528,Return_to_owner,Dog,Spayed Female,3 years,Great Dane Mix,Brown
23529,Adoption,Dog,Neutered Male,4 years,German Shepherd,Brown/Black
23530,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby/White
23531,Adoption,Dog,Spayed Female,2 years,Chihuahua Shorthair/Dachshund,Tricolor
23532,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue/White
23533,Adoption,Dog,Spayed Female,2 years,Pit Bull Mix,Tan
23534,Adoption,Dog,Spayed Female,1 year,Black/Tan Hound,Black/Tan
23535,Transfer,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Orange Tabby/White
23536,Adoption,Dog,Spayed Female,1 year,Pit Bull Mix,Fawn/White
23537,Transfer,Dog,Spayed Female,6 years,West Highland,White
23538,Transfer,Cat,Neutered Male,3 years,Domestic Longhair Mix,Black
23539,Transfer,Cat,Intact Male,1 month,Domestic Shorthair Mix,Blue/White
23540,Adoption,Dog,Neutered Male,2 months,Pit Bull Mix,White/Brown
23541,Transfer,Cat,Neutered Male,11 months,Domestic Shorthair Mix,Brown Tabby/White
23542,Adoption,Dog,Neutered Male,2 months,Labrador Retriever/German Shepherd,Buff
23543,Transfer,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Black
23544,Adoption,Dog,Spayed Female,1 year,Pit Bull Mix,Blue/White
23545,Euthanasia,Dog,Spayed Female,9 years,Labrador Retriever Mix,Black
23546,Adoption,Dog,Neutered Male,2 years,Labrador Retriever/Chow Chow,Black/Brown
23547,Adoption,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Calico
23548,Return_to_owner,Dog,Neutered Male,7 years,Staffordshire Mix,Brown/White
23549,Return_to_owner,Dog,Neutered Male,4 years,Labrador Retriever Mix,Buff
23550,Return_to_owner,Dog,Neutered Male,5 years,Rat Terrier,Blue/White
23551,Transfer,Dog,Neutered Male,4 years,Lhasa Apso/Havanese,White
23552,Return_to_owner,Dog,Neutered Male,5 years,Rhod Ridgeback Mix,Red/White
23553,Adoption,Dog,Spayed Female,4 years,Italian Greyhound Mix,Fawn
23554,Transfer,Cat,Neutered Male,4 years,Domestic Longhair Mix,Brown Tabby/Black
23555,Adoption,Dog,Neutered Male,2 months,Chihuahua Shorthair Mix,Tan/White
23556,Transfer,Dog,Spayed Female,2 years,Labrador Retriever Mix,Yellow
23557,Adoption,Dog,Spayed Female,1 month,Jack Russell Terrier Mix,Tricolor
23558,Adoption,Dog,Neutered Male,3 years,American Eskimo/Australian Shepherd,Cream
23559,Transfer,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Brown Tabby
23560,Transfer,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Cream Tabby
23561,Return_to_owner,Dog,Spayed Female,8 years,Miniature Poodle/Maltese,White
23562,Transfer,Cat,Intact Female,8 years,Domestic Shorthair Mix,Black
23563,Transfer,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Blue
23564,Adoption,Dog,Spayed Female,3 months,Anatol Shepherd Mix,White
23565,Return_to_owner,Dog,Neutered Male,8 years,Beagle Mix,Brown/Black
23566,Adoption,Dog,Spayed Female,1 year,Dachshund Mix,Black/White
23567,Transfer,Dog,Neutered Male,1 year,Australian Cattle Dog Mix,Red Merle
23568,Adoption,Dog,Spayed Female,6 years,Pit Bull Mix,White
23569,Euthanasia,Cat,Intact Female,8 years,Domestic Shorthair Mix,Calico
23570,Transfer,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Brown Tabby
23571,Return_to_owner,Dog,Spayed Female,10 months,Siberian Husky Mix,Red/White
23572,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black
23573,Transfer,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Brown Tabby/White
23574,Transfer,Dog,Intact Female,1 year,Pit Bull Mix,White/Brown Brindle
23575,Return_to_owner,Dog,Neutered Male,4 years,Labrador Retriever,Buff
23576,Adoption,Dog,Spayed Female,10 months,American Pit Bull Terrier Mix,Red/White
23577,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby
23578,Euthanasia,Cat,Intact Female,5 years,Domestic Medium Hair Mix,Brown Tabby
23579,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby
23580,Transfer,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Brown Tabby
23581,Adoption,Dog,Neutered Male,2 years,Rhod Ridgeback Mix,Red/Brown
23582,Adoption,Dog,Neutered Male,6 years,German Shepherd,Sable
23583,Adoption,Dog,Neutered Male,1 month,Jack Russell Terrier Mix,Tricolor
23584,Euthanasia,Dog,Intact Male,6 years,Labrador Retriever/Pit Bull,Black Brindle/Brown Brindle
23585,Adoption,Dog,Neutered Male,2 years,Doberman Pinsch,Black/Tan
23586,Adoption,Cat,Intact Female,1 month,Siamese Mix,Lynx Point
23587,Transfer,Dog,Intact Male,11 years,Chihuahua Shorthair Mix,White
23588,Transfer,Cat,Intact Female,4 months,Domestic Medium Hair Mix,Black
23589,Transfer,Cat,Spayed Female,10 months,Domestic Shorthair Mix,Blue Tabby
23590,Adoption,Dog,Neutered Male,9 years,Maltese Mix,White
23591,Transfer,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Orange Tabby
23592,Transfer,Dog,Spayed Female,5 months,Australian Cattle Dog/Boxer,White/Black
23593,Return_to_owner,Dog,Spayed Female,10 years,Beagle/Basset Hound,Tan/White
23594,Transfer,Cat,Unknown,1 week,Domestic Shorthair Mix,Tortie
23595,Adoption,Dog,Spayed Female,2 months,Plott Hound/Labrador Retriever,Brown Brindle
23596,Transfer,Dog,Intact Female,3 years,Shih Tzu,White/Tan
23597,Transfer,Dog,Neutered Male,8 years,Shih Tzu,Tan/White
23598,Adoption,Dog,Spayed Female,1 year,Miniature Schnauzer Mix,Blue Merle
23599,Adoption,Cat,Neutered Male,6 years,Domestic Shorthair Mix,Black/White
23600,Adoption,Cat,Neutered Male,10 years,Domestic Longhair Mix,Black/White
23601,Adoption,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,White/Tan
23602,Adoption,Dog,Neutered Male,2 years,American Bulldog Mix,White/Brown Brindle
23603,Transfer,Cat,Unknown,4 weeks,Domestic Shorthair Mix,Black
23604,Return_to_owner,Dog,Spayed Female,8 years,Jack Russell Terrier Mix,White/Brown
23605,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby
23606,Return_to_owner,Dog,Spayed Female,4 years,Cardigan Welsh Corgi Mix,Black/White
23607,Euthanasia,Cat,Neutered Male,10 years,Domestic Shorthair Mix,Brown Tabby
23608,Adoption,Dog,Spayed Female,10 years,Maltese Mix,White
23609,Transfer,Cat,Neutered Male,1 year,Siamese Mix,Flame Point
23610,Adoption,Dog,Spayed Female,1 month,Australian Cattle Dog Mix,Tan/Black
23611,Transfer,Cat,Unknown,1 day,Domestic Shorthair Mix,Blue
23612,Return_to_owner,Dog,Neutered Male,3 years,Rhod Ridgeback,Tan/White
23613,Return_to_owner,Cat,Spayed Female,12 years,Domestic Longhair Mix,Black/White
23614,Adoption,Cat,Spayed Female,9 months,Domestic Shorthair Mix,Orange Tabby
23615,Transfer,Cat,Unknown,1 week,Domestic Shorthair Mix,Brown Tabby
23616,Transfer,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Blue/White
23617,Adoption,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Orange Tabby
23618,Transfer,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Orange Tabby
23619,Transfer,Cat,Unknown,2 years,Domestic Shorthair Mix,Orange Tabby/White
23620,Return_to_owner,Dog,Intact Female,3 years,Staffordshire Mix,Buff/White
23621,Transfer,Cat,Neutered Male,3 months,Siamese Mix,Blue Point
23622,Transfer,Dog,Intact Male,3 months,Australian Cattle Dog/Jack Russell Terrier,Black/White
23623,Adoption,Dog,Neutered Male,2 years,Jack Russell Terrier/Chihuahua Shorthair,White/Brown
23624,Adoption,Dog,Spayed Female,1 year,Samoyed Mix,White
23625,Transfer,Cat,Neutered Male,5 years,Domestic Medium Hair Mix,Blue
23626,Adoption,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Black
23627,Transfer,Cat,Intact Female,7 years,Domestic Medium Hair Mix,Blue Tabby
23628,Transfer,Cat,Intact Female,1 year,Domestic Shorthair Mix,Torbie
23629,Transfer,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Brown Tabby
23630,Transfer,Dog,Neutered Male,4 months,Pug/Chihuahua Shorthair,Sable
23631,Adoption,Cat,Neutered Male,10 months,Siamese/Domestic Shorthair,Black
23632,Adoption,Dog,Spayed Female,5 years,Miniature Poodle,Gray
23633,Transfer,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black
23634,Transfer,Dog,Intact Female,2 years,Rat Terrier Mix,White/Black
23635,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black
23636,Transfer,Cat,Intact Male,6 months,Domestic Shorthair Mix,Blue
23637,Adoption,Dog,Neutered Male,5 years,Boxer Mix,Brown/White
23638,Return_to_owner,Dog,Spayed Female,9 years,Labrador Retriever Mix,White/Black
23639,Transfer,Dog,Spayed Female,5 years,Boxer Mix,Brown Brindle/White
23640,Transfer,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,White/Black
23641,Adoption,Dog,Neutered Male,1 year,American Bulldog Mix,White/Brown Brindle
23642,Transfer,Dog,Neutered Male,8 years,Chihuahua Shorthair Mix,Tan/White
23643,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby
23644,Transfer,Cat,Intact Female,2 months,Domestic Shorthair Mix,Black/White
23645,Adoption,Dog,Spayed Female,1 year,Miniature Poodle/Dachshund,Black
23646,Adoption,Cat,Neutered Male,5 months,Domestic Shorthair Mix,Black
23647,Transfer,Dog,Spayed Female,6 years,Chihuahua Shorthair Mix,Black/Brown
23648,Adoption,Dog,Neutered Male,5 years,Parson Russell Terrier Mix,White/Tan
23649,Return_to_owner,Dog,Spayed Female,7 years,Labrador Retriever Mix,Black
23650,Return_to_owner,Dog,Intact Female,7 years,Chihuahua Shorthair Mix,Brown
23651,Adoption,Dog,Neutered Male,7 years,Chihuahua Shorthair Mix,Red/White
23652,Return_to_owner,Cat,Neutered Male,6 years,Domestic Shorthair Mix,Brown Tabby
23653,Transfer,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Orange Tabby
23654,Adoption,Cat,Neutered Male,3 months,Siamese Mix,Lynx Point
23655,Transfer,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Cream Tabby
23656,Euthanasia,Cat,Intact Male,17 years,Domestic Shorthair Mix,Black
23657,Adoption,Cat,Spayed Female,6 years,Domestic Shorthair Mix,Brown Tabby/White
23658,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby/White
23659,Return_to_owner,Cat,Neutered Male,6 years,Domestic Shorthair Mix,Brown Tabby
23660,Transfer,Cat,Unknown,2 days,Domestic Shorthair Mix,Orange
23661,Transfer,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby
23662,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black/White
23663,Transfer,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Brown Tabby
23664,Transfer,Dog,Intact Male,2 years,Shih Tzu,White/Black
23665,Return_to_owner,Dog,Spayed Female,4 years,Rhod Ridgeback,Brown
23666,Adoption,Dog,Spayed Female,2 years,Yorkshire Terrier/Border Terrier,Tan/White
23667,Return_to_owner,Dog,Neutered Male,1 year,Unknown Mix,Gray/Tan
23668,Transfer,Cat,Neutered Male,6 months,Domestic Shorthair Mix,Black
23669,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue
23670,Transfer,Dog,Neutered Male,1 year,Chihuahua Shorthair/Smooth Fox Terrier,Brown/White
23671,Adoption,Dog,Neutered Male,2 years,Labrador Retriever Mix,Tan/White
23672,Euthanasia,Dog,Intact Female,1 year,Chihuahua Shorthair Mix,Black
23673,Transfer,Cat,Intact Female,7 months,Domestic Shorthair Mix,Black
23674,Adoption,Cat,Neutered Male,4 months,Domestic Shorthair,Black
23675,Transfer,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Tan
23676,Adoption,Dog,Spayed Female,3 months,Australian Cattle Dog Mix,Tan/White
